x,expected result,program result
-1.25,-14.101419947171719,-2.7785667837176726
-1.235,-9.887374891985573,-2.716081776769748
-1.2200000000000002,-7.601826062025746,-2.6535967698218235
-1.2050000000000003,-6.165356144552049,-2.5911117628738958
-1.1900000000000004,-5.177437388630432,-2.528626755925971
-1.1750000000000005,-4.455221759562724,-2.4661417489780466
-1.1600000000000006,-3.9033477874966427,-2.4036567420301185
-1.1450000000000007,-3.4672056517214034,-2.3411717350821943
-1.1300000000000008,-3.1132691342651477,-2.2786867281342698
-1.1150000000000009,-2.819815734268168,-2.2162017211863456
-1.100000000000001,-2.572151622126334,-2.153716714238421
-1.085000000000001,-2.359981091376562,-2.091231707290493
-1.0700000000000012,-2.1758751312648896,-2.0287467003425688
-1.0550000000000013,-2.0143382144768402,-1.9662616933946442
-1.0400000000000014,-1.8712173378978905,-1.903776686446716
-1.0250000000000015,-1.7433153099831822,-1.8412916794987917
-1.0100000000000016,-1.628130412212564,-1.7788066725508673
-0.9950000000000015,-1.5236767410179126,-1.716321665602943
-0.9800000000000015,-1.4283574909236199,-1.6538366586550148
-0.9650000000000015,-1.3408738289128428,-1.5913516517070905
-0.9500000000000015,-1.260158217550347,-1.5288666447591623
-0.9350000000000015,-1.1853248603008126,-1.466381637811238
-0.9200000000000015,-1.1156323485615445,-1.4038966308633136
-0.9050000000000015,-1.0504551421088355,-1.3414116239153855
-0.8900000000000015,-0.9892615368766107,-1.2789266169674611
-0.8750000000000014,-0.9315964599440778,-1.2164416100195368
-0.8600000000000014,-0.8770678998748392,-1.1539566030716086
-0.8450000000000014,-0.8253361052690297,-1.0914715961236843
-0.8300000000000014,-0.776104912843668,-1.0289865891757597
-0.8150000000000014,-0.7291147292409733,-0.9665015822278317
-0.8000000000000014,-0.6841368083416963,-0.9040165752799073
-0.7850000000000014,-0.6409685517111597,-0.8415315683319792
-0.7700000000000014,-0.5994296231624934,-0.7790465613840548
-0.7550000000000013,-0.5593587156449488,-0.7165615544361305
