x/y,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0
0.0,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,180.0
10.0,10.0,30.0,50.0,70.0,90.0,110.0,130.0,150.0,170.0,190.0
20.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,180.0,200.0
30.0,30.0,50.0,70.0,90.0,110.0,130.0,150.0,170.0,190.0,210.0
40.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,180.0,200.0,220.0
50.0,50.0,70.0,90.0,110.0,130.0,150.0,170.0,190.0,210.0,230.0
60.0,60.0,80.0,100.0,120.0,140.0,160.0,180.0,200.0,220.0,240.0
70.0,70.0,90.0,110.0,130.0,150.0,170.0,190.0,210.0,230.0,250.0
80.0,80.0,100.0,120.0,140.0,160.0,180.0,200.0,220.0,240.0,260.0
90.0,90.0,110.0,130.0,150.0,170.0,190.0,210.0,230.0,250.0,270.0
 ,,,,,,,,,,
x/y,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0
0.0,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,180.0
10.0,10.0,30.0,50.0,70.0,90.0,110.0,130.0,150.0,170.0,190.0
20.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,180.0,200.0
30.0,30.0,50.0,70.0,90.0,110.0,130.0,150.0,170.0,190.0,210.0
40.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,180.0,200.0,220.0
50.0,50.0,70.0,90.0,110.0,130.0,150.0,170.0,190.0,210.0,230.0
60.0,60.0,80.0,100.0,120.0,140.0,160.0,180.0,200.0,220.0,240.0
70.0,70.0,90.0,110.0,130.0,150.0,170.0,190.0,210.0,230.0,250.0
80.0,80.0,100.0,120.0,140.0,160.0,180.0,200.0,220.0,240.0,260.0
90.0,90.0,110.0,130.0,150.0,170.0,190.0,210.0,230.0,250.0,270.0
