x,expected result,program result
0.0,0.0,0.2835082712719754
0.09,0.1723553924821048,0.38015332072425356
0.18,0.33102887695514666,0.47939663150670875
0.27,0.47803380094099984,0.5802675841745442
0.36,0.6149693994959211,0.6819453584460637
0.44999999999999996,0.743127112864966,0.7837308193192623
0.5399999999999999,0.8635648328510757,0.8850237630626682
0.6299999999999999,0.9771600296373418,0.985305578641563
0.7199999999999999,1.0846485816507232,1.084126912209284
0.8099999999999998,1.1866536905554685,1.181099638998128
0.8999999999999998,1.2837077723447894,1.2758922850784855
0.9899999999999998,1.3762692774728018,1.3682279624696538
1.0799999999999998,1.4647357874264533,1.4578838666200127
1.17,1.5494543351047363,1.5446914294920073
1.26,1.6307296265683888,1.628536322595649
1.35,1.7088306563121352,1.7093576575114957
1.4400000000000002,1.7839960786102214,1.7871459249783648
1.5300000000000002,1.856438605478858,1.8619394286100421
1.6200000000000003,1.926348635546011,1.9338191827688023
1.7100000000000004,1.9938972697832194,2.002902433722282
1.8000000000000005,2.059238834362317,2.069335111813893
1.8900000000000006,2.122513004248682,2.133283620906923
1.9800000000000006,2.1838466010346265,2.194926419168556
2.0700000000000007,2.243355123198212,2.2544458482539738
2.1600000000000006,2.301144055197642,2.312020635439092
2.2500000000000004,2.3573099926832923,2.3678194347022012
2.3400000000000003,2.411941613977218,2.421995695556809
2.43,2.465120522355697,2.474684057223908
2.52,2.5169219792200117,2.525998363269683
2.61,2.567415544689579,2.5760312809539907
2.6999999999999997,2.6166656393003573,2.624855395238062
2.7899999999999996,2.66473203818867,2.672525538225852
2.8799999999999994,2.711670307270364,2.7190820227184918
2.9699999999999993,2.757532189398198,2.7645543870359672
3.059999999999999,2.802365947227282,2.8089652390357123
3.149999999999999,2.846216668485213,2.852333816569784
3.239999999999999,2.8891265384877323,2.894678957355059
3.3299999999999987,2.931135084028796,2.9360212821355764
3.4199999999999986,2.9722793921792126,2.976384522549113
3.5099999999999985,3.012594307029173,3.015796047493677
3.5999999999999983,3.052112606990098,3.0542867390566033
3.689999999999998,3.090865164916375,3.0918904275079138
3.779999999999998,3.1288810930067283,3.1286431095662612
3.869999999999998,3.1661878741889957,3.1645821491443447
3.9599999999999977,3.2028114814736712,3.199745606020598
4.049999999999998,3.2387764865745363,3.2341717699925896
4.139999999999998,3.2741061589341465,3.2678989108859087
4.229999999999998,3.308822556153662,3.3009652005157846
4.319999999999998,3.3429466067071054,3.3334087290752334
4.4099999999999975,3.3764981857167795,3.365267528116435
4.499999999999997,3.4094961844768497,3.3965795232699447
4.589999999999997,3.4419585743340146,3.4273823665333074
4.679999999999997,3.473902465466119,3.4577131328122572
4.769999999999997,3.505344161040015,3.487607900557859
4.859999999999997,3.5362992071778416,3.5171012650651354
4.949999999999997,3.5667824391150758,3.5462258506005813
5.0399999999999965,3.596808023893446,3.575011891777817
5.129999999999996,3.6263894998962387,3.6034869456012113
5.219999999999996,3.655539813502175,3.6316757753129556
5.309999999999996,3.6842713531062423,3.6596004188803755
5.399999999999996,3.712595980731251,3.6872804227502467
5.489999999999996,3.740525061431996,3.714733190004857
5.579999999999996,3.7680694906744505,3.7419743662129448
5.6699999999999955,3.795239719855063,3.7690181709746415
5.759999999999995,3.822045780109744,3.795877582621389
5.849999999999995,3.8484973045482667,3.8225643002514866
5.939999999999995,3.874603549037425,3.8490884408967383
6.029999999999995,3.9003734116451456,3.875457976082222
6.119999999999995,3.925815450847767,3.9016779637310073
6.209999999999995,3.950937902593714,3.9277496784145662
6.2999999999999945,3.975748696308689,3.9536697756878962
6.389999999999994,4.000255469920219,3.9794296379454344
6.479999999999994,4.02446558397277,4.005015038062946
6.569999999999994,4.048386134898713,4.030406226409186
6.659999999999994,4.0720239675049985,4.055578503562993
6.749999999999994,4.09538568673051,4.080503293005606
6.839999999999994,4.118477668724632,4.105149681051024
6.9299999999999935,4.141306071293512,4.129486347983759
7.019999999999993,4.163876843756844,4.153483774739124
7.109999999999993,4.186195736254641,4.177116572693823
7.199999999999993,4.208268308540413,4.200365751028023
7.289999999999993,4.230099938294405,4.223220710508215
7.379999999999993,4.251695828987981,4.245680741104818
7.469999999999993,4.273061017327924,4.2677558112736955
7.5599999999999925,4.2942003803072994,4.289466474823006
7.649999999999992,4.315118641887574,4.310842788266003
7.739999999999992,4.335820379334886,4.331922222345396
7.829999999999992,4.356310029231735,4.352746654688504
7.919999999999992,4.376591893183834,4.373358630638107
8.009999999999993,4.396670143240492,4.3937971593939205
8.099999999999993,4.416548827045607,4.414093358487638
8.189999999999992,4.43623187273519,4.434266262954596
8.279999999999992,4.455723093596217,4.454319075829542
8.369999999999992,4.47502619250066,4.474236061270468
8.459999999999992,4.494144766127572,4.493980184655157
8.549999999999992,4.513082308985276,4.513491502965934
8.639999999999992,4.531842217244907,4.532686221447057
8.729999999999992,4.550427792395825,4.551456273695118
8.819999999999991,4.568842244732747,4.569669261632261
8.909999999999991,4.587088696683791,4.587168612652255
