x1,expected result,program result
-100.0,1.3686845133974428,-0.005161726548344928
-98.0,-0.24590637330103637,-0.005291324873589577
-96.0,-1.164018194725429,-0.005427195778590338
-94.0,1.2147113521376418,-0.005569787448083608
-92.0,0.15302162170546563,-0.005719590583271742
-90.0,-1.342070279729728,-0.0058771434589260044
-88.0,0.963974980961464,-0.006043037708155852
-86.0,0.5397600020543178,-0.006217924958437704
-84.0,-1.4132138156606309,-0.006402524466837934
-82.0,0.636448915449458,-0.006597631932190965
-80.0,0.8835014100843277,-0.006804129698702819
-78.0,-1.371781549232523,-0.007022998610842901
-76.0,0.2582236942093774,-0.007255331835789932
-74.0,1.1568636022990249,-0.007502351040141191
-72.0,-1.2210739510359188,-0.007765425396044874
-70.0,-0.14057147847158924,-0.008046094003601944
-68.0,1.338070703185332,-0.008346092458246687
-66.0,-0.9730963019423832,-0.008667384473131017
-64.0,-0.5281688077672406,-0.009012199699803488
-62.0,1.412687858972809,-0.00938307919265917
-60.0,-0.6476023593129396,-0.009782930356980447
-58.0,-0.8736925126357178,-0.010215093739004632
-56.0,1.3747711098094961,-0.01068342470414351
-54.0,-0.2705207840115339,-0.011192393969380564
-52.0,-1.1496183728361908,-0.011747212197929985
-50.0,1.227340882196042,-0.012353985558077098
-48.0,0.12811032185446714,-0.013019911482838686
-46.0,-1.3339662925335876,-0.013753527122244145
-44.0,0.9821413835422776,-0.014565027574834329
-42.0,0.5165362329272825,-0.015466677557660694
-40.0,-1.4120512221316108,-0.016473349712684097
-38.0,0.6587050653379096,-0.01760323680929948
-36.0,0.8638151638157111,-0.01887880619082308
-34.0,-1.377652960904629,-0.020328097037747156
-32.0,0.28279667926481966,-0.021986511294080198
-30.0,1.142283073980446,-0.02389932935408082
-28.0,-1.2335116546214357,-0.026125313029817916
-26.0,-0.11563912815096233,-0.02874197981667509
-24.0,1.3297573693436209,-0.03185351811124423
-22.0,-0.9911095171042332,-0.03560300984133174
-20.0,-0.5048631889142356,-0.04019194112675728
-18.0,1.4113039550157562,-0.0459125872757148
-16.0,-0.6697561636583194,-0.05320434085920249
-14.0,-0.8538701374870368,-0.0627574438065298
-12.0,1.380426876732927,-0.07571818685561012
-10.0,-0.29505041818708266,-0.09413421065600314
-8.0,-1.1348582804319953,-0.12204975383694038
-6.0,1.2395857848492917,-0.16873209505458267
-4.0,0.10315887444431626,-0.2613484810503494
-2.0,-1.325444263372824,-0.5327818181018816
0.0,1.0,0.9521965004546313
2.0,0.4931505902785393,0.3093097410956209
4.0,-1.4104461161715403,-1.101744445118991
6.0,0.6807547884514401,0.7746315244103684
8.0,0.8438582128147682,0.5481138330947604
10.0,-1.383092639965822,-1.5792601914185218
12.0,0.3072810407320572,0.48627890623486847
14.0,1.127344573902704,1.138290276440791
16.0,-1.24556279698845,-1.2737077247945114
18.0,-0.09067053852759588,-0.32141214667554985
20.0,1.3210273125410197,-0.16077152086645735
22.0,-1.008812135685041,-0.0976172072165256
24.0,-0.4813993546696269,-0.06517355636798869
26.0,1.409477772808243,-0.046046873635663225
28.0,-0.6917000780056975,-0.03376783103436334
30.0,-0.8337801742052777,-0.025410267512347335
32.0,1.385650041748201,-0.019472977577488913
34.0,-0.3194875886645814,-0.015114428302583041
36.0,-1.1197425430705206,-0.011830650749587425
38.0,1.2514422227566802,-0.009303926151523381
40.0,0.07817509882708695,-0.00732553460177339
42.0,-1.316506862903985,-0.005753645573596472
44.0,1.0175452337531048,-0.0044891143117261854
46.0,0.46961040276403093,-0.0034609461049124215
48.0,-1.4083990007928664,-0.0026172379340953845
50.0,0.7025911747881846,-0.0019193522067201185
52.0,0.8236368112447798,-0.0013380653753012094
54.0,-1.3880988817147664,-8.50960337617899E-4
56.0,0.3316691056356723,-4.406232300946964E-4
58.0,1.1120527835333565,-9.337279783610331E-5
60.0,-1.257223601517373,2.0165017371618632E-4
62.0,-0.0656735343256366,4.531453883395959E-4
64.0,1.3118832686263406,6.681417815479016E-4
66.0,-1.0261986099903169,8.52362614276773E-4
68.0,-0.4577846581932506,0.0010105013491956121
70.0,1.407209884644189,0.0011464323216239612
72.0,-0.7134272255118461,0.0012633731886459705
74.0,-0.8134289186374698,0.0013640113258943474
76.0,1.390438968005738,0.001450602997173272
78.0,-0.3438246372574526,0.001525051768359076
80.0,-1.1042758977624227,0.0015889709603054136
82.0,1.2629064803156282,0.0016437337275461887
84.0,0.053166824485953446,0.0016905134702019488
86.0,-1.3071568919538017,0.0017303166399881514
88.0,1.0347715864287854,0.0017640095215406557
90.0,0.4459230474713877,0.0017923402112861046
92.0,-1.4059105175261437,0.0018159567452356354
94.0,0.7242073812023332,0.0018354221211609601
96.0,0.8031572961432609,0.001851226802922484
98.0,-1.3926701172818823,0.001863799173135681
