x,expected result,program result
-1.25,-33.640625,-25.544599628166683
-1.235,-33.173714375,-25.40673018017314
-1.2200000000000002,-32.71604000000001,-25.2688607321796
-1.2050000000000003,-32.26750062500001,-25.13099128418606
-1.1900000000000004,-31.827995000000012,-24.99312183619252
-1.1750000000000005,-31.397421875000013,-24.855252388198977
-1.1600000000000006,-30.97568000000002,-24.71738294020544
-1.1450000000000007,-30.56266812500002,-24.5795134922119
-1.1300000000000008,-30.15828500000002,-24.441644044218357
-1.1150000000000009,-29.76242937500002,-24.303774596224816
-1.100000000000001,-29.37500000000002,-24.165905148231275
-1.085000000000001,-28.995895625000028,-24.028035700237734
-1.0700000000000012,-28.62501500000003,-23.890166252244192
-1.0550000000000013,-28.26225687500003,-23.752296804250655
-1.0400000000000014,-27.907520000000034,-23.614427356257114
-1.0250000000000015,-27.560703125000032,-23.476557908263572
-1.0100000000000016,-27.221705000000036,-23.33868846027003
-0.9950000000000015,-26.890424375000034,-23.20081901227649
-0.9800000000000015,-26.566760000000034,-23.062949564282945
-0.9650000000000015,-26.250610625000032,-22.925080116289404
-0.9500000000000015,-25.94187500000003,-22.787210668295863
-0.9350000000000015,-25.640451875000032,-22.649341220302322
-0.9200000000000015,-25.34624000000003,-22.51147177230878
-0.9050000000000015,-25.05913812500003,-22.37360232431524
-0.8900000000000015,-24.77904500000003,-22.2357328763217
-0.8750000000000014,-24.50585937500003,-22.097863428328154
-0.8600000000000014,-24.239480000000025,-21.959993980334612
-0.8450000000000014,-23.979805625000026,-21.82212453234107
-0.8300000000000014,-23.726735000000023,-21.68425508434753
-0.8150000000000014,-23.480166875000023,-21.54638563635399
-0.8000000000000014,-23.240000000000023,-21.408516188360448
-0.7850000000000014,-23.00613312500002,-21.270646740366903
-0.7700000000000014,-22.77846500000002,-21.132777292373362
-0.7550000000000013,-22.55689437500002,-20.99490784437982
-0.7400000000000013,-22.341320000000017,-20.85703839638628
-0.7250000000000013,-22.131640625000017,-20.71916894839274
-0.7100000000000013,-21.92775500000002,-20.581299500399197
-0.6950000000000013,-21.729561875000016,-20.443430052405656
-0.6800000000000013,-21.536960000000015,-20.30556060441211
-0.6650000000000013,-21.349848125000015,-20.16769115641857
-0.6500000000000012,-21.168125000000014,-20.02982170842503
-0.6350000000000012,-20.991689375000014,-19.891952260431488
-0.6200000000000012,-20.820440000000012,-19.754082812437947
-0.6050000000000012,-20.65427562500001,-19.616213364444405
-0.5900000000000012,-20.49309500000001,-19.47834391645086
-0.5750000000000012,-20.33679687500001,-19.34047446845732
-0.5600000000000012,-20.185280000000013,-19.202605020463782
-0.5450000000000012,-20.03844312500001,-19.064735572470237
-0.5300000000000011,-19.89618500000001,-18.926866124476696
-0.5150000000000011,-19.758404375000012,-18.788996676483155
-0.5000000000000011,-19.62500000000001,-18.65112722848961
-0.4850000000000011,-19.49587062500001,-18.513257780496073
-0.4700000000000011,-19.37091500000001,-18.37538833250253
-0.45500000000000107,-19.25003187500001,-18.23751888450899
-0.44000000000000106,-19.13312000000001,-18.099649436515445
-0.42500000000000104,-19.02007812500001,-17.961779988521904
-0.41000000000000103,-18.910805000000007,-17.823910540528363
-0.395000000000001,-18.805199375000008,-17.686041092534822
-0.380000000000001,-18.703160000000008,-17.54817164454128
-0.365000000000001,-18.604585625000006,-17.410302196547736
-0.350000000000001,-18.509375000000006,-17.272432748554195
-0.33500000000000096,-18.417426875000007,-17.134563300560654
-0.32000000000000095,-18.328640000000007,-16.996693852567113
-0.30500000000000094,-18.242913125000005,-16.85882440457357
-0.2900000000000009,-18.160145000000004,-16.72095495658003
-0.2750000000000009,-18.080234375000003,-16.583085508586485
-0.2600000000000009,-18.003080000000004,-16.445216060592944
-0.24500000000000088,-17.928580625000006,-16.307346612599403
-0.23000000000000087,-17.856635000000004,-16.169477164605862
-0.21500000000000086,-17.787141875000003,-16.03160771661232
-0.20000000000000084,-17.720000000000002,-15.89373826861878
-0.18500000000000083,-17.655108125000005,-15.755868820625237
-0.17000000000000082,-17.592365000000004,-15.617999372631695
-0.1550000000000008,-17.531669375000003,-15.480129924638154
-0.1400000000000008,-17.472920000000002,-15.342260476644611
-0.12500000000000078,-17.416015625000004,-15.20439102865107
-0.11000000000000078,-17.360855000000004,-15.066521580657529
-0.09500000000000078,-17.307336875000004,-14.92865213266399
-0.08000000000000078,-17.255360000000003,-14.790782684670445
-0.06500000000000078,-17.204823125000004,-14.652913236676904
-0.05000000000000078,-17.155625000000004,-14.515043788683364
-0.03500000000000078,-17.107664375000002,-14.37717434068982
-0.02000000000000078,-17.060840000000002,-14.23930489269628
-0.005000000000000782,-17.015050625,-14.101435444702739
0.009999999999999218,-16.970195000000004,-13.963565996709198
0.024999999999999217,-16.926171875,-13.825696548715655
0.03999999999999922,-16.882880000000004,-13.687827100722114
0.054999999999999216,-16.840218125000003,-13.54995765272857
0.06999999999999922,-16.798085000000004,-13.412088204735031
0.08499999999999922,-16.756379375,-13.274218756741488
0.09999999999999921,-16.715000000000003,-13.136349308747947
0.11499999999999921,-16.673845625000002,-12.998479860754406
0.12999999999999923,-16.632815,-12.860610412760863
0.14499999999999924,-16.591806875000003,-12.722740964767322
0.15999999999999925,-16.550720000000002,-12.58487151677378
0.17499999999999927,-16.509453125,-12.447002068780238
0.18999999999999928,-16.467905000000002,-12.309132620786698
0.2049999999999993,-16.425974375000003,-12.171263172793156
0.2199999999999993,-16.383560000000003,-12.033393724799613
0.23499999999999932,-16.340560625000002,-11.895524276806073
