x1,expected result,program result
0.0,1.0,1.06698070472004
0.07,1.0674938475908125,1.1532899697273138
0.14,1.1297591108568736,1.2000277373070436
0.21000000000000002,1.1864908145702477,1.2437043506594396
0.28,1.2374110868748847,1.28293281294788
0.35000000000000003,1.2822705203028302,1.3176212932231637
0.42000000000000004,1.3208493933718786,1.348067864451916
0.49000000000000005,1.3529587467812796,1.3751940010072081
0.56,1.3784413089342995,1.402007873641901
0.6300000000000001,1.3971722662544215,1.4450078821116465
0.7000000000000002,1.4090598745221796,0.8431402961975786
0.7700000000000002,1.4140459082383001,1.3447356669261632
0.8400000000000003,1.4121059458121674,1.3640163951843873
0.9100000000000004,1.403249489178762,1.3631043894134982
0.9800000000000004,1.3875199172581878,1.353080639250497
1.0500000000000005,1.3649942734857436,1.3364597973046852
1.1200000000000006,1.3357828884532168,1.3143673254900476
1.1900000000000006,1.3000288395096993,1.2882794098566437
1.2600000000000007,1.2579072499688047,1.2876237704651008
1.3300000000000007,1.2096244313547673,1.2054389749156447
1.4000000000000008,1.1554168728887004,1.165921865805372
1.4700000000000009,1.0955500831645117,1.11954011566845
1.540000000000001,1.0303172896879442,1.0683806283117763
1.610000000000001,0.9600380026484019,1.0129983723747205
1.680000000000001,0.8850564499582037,0.9537586925737378
1.750000000000001,0.8057398912244436,0.8906604152942132
1.8200000000000012,0.722476818911621,0.8245632702959225
1.8900000000000012,0.6356750555057467,0.7553470840438624
1.9600000000000013,0.545759756000012,0.6833889475121089
2.030000000000001,0.45317132548584926,0.6090032623736182
2.100000000000001,0.3583632620490149,0.5325109695351734
2.170000000000001,0.26179993553619685,0.4542427987881727
2.2400000000000007,0.16395431307173947,0.37453901412001395
2.3100000000000005,0.06530564246490933,0.29374834867849203
2.3800000000000003,-0.03366289514563281,0.21222656320639768
2.45,-0.13246655191280376,0.13033473476866925
2.52,-0.23062138757580808,0.04843727511681685
2.59,-0.32764663979928954,-0.03310044297275193
2.6599999999999997,-0.42306707894700624,-0.11391530020958125
2.7299999999999995,-0.5164153357563492,-0.19365220201700867
2.7999999999999994,-0.6072341905127525,-0.2719809625705004
2.869999999999999,-0.6950788125116243,-0.34869886666843725
2.939999999999999,-0.7795189388389128,-0.43874218064993004
3.009999999999999,-0.8601409817986406,-0.4933438030986709
3.0799999999999987,-0.9365500546652311,-0.5626067292611155
3.1499999999999986,-1.0083719058384892,-0.6284900950977509
3.2199999999999984,-1.0752547519277504,-0.6908781118904738
3.2899999999999983,-1.13687100078675,-0.749525762038908
3.359999999999998,-1.192918856059788,-0.8041827291847008
3.429999999999998,-1.2431237953801295,-0.8546115025391452
3.499999999999998,-1.287239914980415,-0.9005925646463133
3.5699999999999976,-1.3250511341291893,-0.9419266060657455
3.6399999999999975,-1.3563722534942158,-0.9784357199449991
3.7099999999999973,-1.3810498622487102,-1.0099641032907947
3.779999999999997,-1.398963089477494,-1.0363784410638825
3.849999999999997,-1.410024196202675,-1.0575680440147122
3.919999999999997,-1.4141790051291157,-1.0734447754308338
3.9899999999999967,-1.4114071660047993,-1.0839427890598434
4.059999999999997,-1.4017222552963524,-1.0890180958903546
4.129999999999997,-1.3851717096915195,-1.0886479761028984
4.1999999999999975,-1.3618365937542887,-1.0828302523537436
4.269999999999998,-1.3318312028707,-1.0715824407929053
4.339999999999998,-1.295302503430102,-1.0549407964746034
4.409999999999998,-1.2524294129838505,-1.0329592699301673
4.479999999999999,-1.203421923907234,-1.0057083915720217
4.549999999999999,-1.1485200748569238,-0.9732741002641185
4.619999999999999,-1.0879927750617577,-0.9357565318361024
4.6899999999999995,-1.022136487205472,-0.8932687825572373
4.76,-0.9512737753526264,-0.8459356616511631
4.83,-0.8757517250299799,-0.7938924458572759
4.9,-0.7959402432017567,-0.7372836478635312
4.970000000000001,-0.712230246465522,-0.6762618091828624
5.040000000000001,-0.6250317463428859,-0.6109863267534195
5.110000000000001,-0.5347718410432779,-0.5416223212409885
5.1800000000000015,-0.4418926235371335,-0.4683395537364461
5.250000000000002,-0.34684901618474895,-0.39131139629447426
5.320000000000002,-0.250106542526791,-0.31071386057077044
5.390000000000002,-0.15213904715023052,-0.2267246876984994
5.460000000000003,-0.05342637479779566,-0.13952250151206408
5.530000000000003,0.04554797991133519,-0.04928602628527507
5.600000000000003,0.14429924063793298,0.043806630693631346
5.6700000000000035,0.24234372375698243,0.1395786321338954
5.740000000000004,0.3392012074398314,0.23785500041304483
5.810000000000004,0.43439728378046566,0.33846314553120227
5.880000000000004,0.5274656824451911,0.4412333334343936
5.950000000000005,0.6179505544644925,0.5459990971669011
6.020000000000005,0.7054087049810553,0.6525975936069345
6.090000000000005,0.7894117640179521,0.7608699087606946
6.1600000000000055,0.8695482846345728,0.8706613147443744
6.230000000000006,0.9454257581935308,0.9818214816791668
6.300000000000006,1.016672536867771,1.0942046477682237
6.370000000000006,1.0829396539714375,1.2076697508239993
6.440000000000007,1.143902533198525,1.3220805244765494
6.510000000000007,1.1992625783974602,1.4373055622250779
6.580000000000007,1.248748636094902,1.5532183524033416
6.6500000000000075,1.2921183236053162,1.6696972870219595
6.720000000000008,1.3291592162212458,1.7866256473362552
6.790000000000008,1.3596898876694214,1.9038915688801177
6.860000000000008,1.3835607987365557,2.0213879886268296
6.930000000000009,1.4006550297123335,2.1390125769331396
