x/y,-1000.0,-800.0,-600.0,-400.0,-200.0,0.0,200.0,400.0,600.0,800.0
-1000.0,-3000.0,-2600.0,-2200.0,-1800.0,-1400.0,-1000.0,-600.0,-200.0,200.0,600.0
-800.0,-2800.0,-2400.0,-2000.0,-1600.0,-1200.0,-800.0,-400.0,0.0,400.0,800.0
-600.0,-2600.0,-2200.0,-1800.0,-1400.0,-1000.0,-600.0,-200.0,200.0,600.0,1000.0
-400.0,-2400.0,-2000.0,-1600.0,-1200.0,-800.0,-400.0,0.0,400.0,800.0,1200.0
-200.0,-2200.0,-1800.0,-1400.0,-1000.0,-600.0,-200.0,200.0,600.0,1000.0,1400.0
0.0,-2000.0,-1600.0,-1200.0,-800.0,-400.0,0.0,400.0,800.0,1200.0,1600.0
200.0,-1800.0,-1400.0,-1000.0,-600.0,-200.0,200.0,600.0,1000.0,1400.0,1800.0
400.0,-1600.0,-1200.0,-800.0,-400.0,0.0,400.0,800.0,1200.0,1600.0,2000.0
600.0,-1400.0,-1000.0,-600.0,-200.0,200.0,600.0,1000.0,1400.0,1800.0,2200.0
800.0,-1200.0,-800.0,-400.0,0.0,400.0,800.0,1200.0,1600.0,2000.0,2400.0
 ,,,,,,,,,,
x/y,-1000.0,-800.0,-600.0,-400.0,-200.0,0.0,200.0,400.0,600.0,800.0
-1000.0,-3000.0,-2600.0,-2200.0,-1800.0,-1400.0,-1000.0,-600.0,-200.0,200.0,600.0
-800.0,-2800.0,-2400.0,-2000.0,-1600.0,-1200.0,-800.0,-400.0,0.0,400.0,800.0
-600.0,-2600.0,-2200.0,-1800.0,-1400.0,-1000.0,-600.0,-200.0,200.0,600.0,1000.0
-400.0,-2400.0,-2000.0,-1600.0,-1200.0,-800.0,-400.0,0.0,400.0,800.0,1200.0
-200.0,-2200.0,-1800.0,-1400.0,-1000.0,-600.0,-200.0,200.0,600.0,1000.0,1400.0
0.0,-2000.0,-1600.0,-1200.0,-800.0,-400.0,0.0,400.0,800.0,1200.0,1600.0
200.0,-1800.0,-1400.0,-1000.0,-600.0,-200.0,200.0,600.0,1000.0,1400.0,1800.0
400.0,-1600.0,-1200.0,-800.0,-400.0,0.0,400.0,800.0,1200.0,1600.0,2000.0
600.0,-1400.0,-1000.0,-600.0,-200.0,200.0,600.0,1000.0,1400.0,1800.0,2200.0
800.0,-1200.0,-800.0,-400.0,0.0,400.0,800.0,1200.0,1600.0,2000.0,2400.0
